"TITLE"|"AUTHOR"|"PACE"|"LENGTH"|"PLOT_COMPLEXITY"|"THEMES"|"MOOD"
"The Sluts"|"Dennis Cooper"|""|""|""|""|""
"You Are the Placebo: Making Your Mind Matter"|"Joe Dispenza"|""|""|""|""|""
"The Sun and the Star: A Nico di Angelo Adventure"|"Mark Oshiro, Rick Riordan"|""|""|""|""|""
"The Man Who Loved Clowns"|"June Rae Wood"|""|""|""|""|""
"The Threat Below"|"Jason Latshaw, J.S. Latshaw"|""|""|""|""|""
"Leading Hybrid and Remote Teams: A Manual on Benchmarking to Best Practices for Competitive Advantage"|"Gleb Tsipursky"|""|""|""|""|""
"The Chemistry of Death"|"Simon Beckett"|""|""|""|""|""
"The Singing Trees"|"Boo Walker"|""|""|""|""|""
"Jesus the Christ: A Study of the Messiah and His Mission According to Holy Scriptures, Both Ancient and Modern"|"James E. Talmage"|""|""|""|""|""
"The Captive Part II / The Power"|"L.J. Smith"|""|""|""|""|""
"Valentine"|"Julie Mannino"|""|""|""|""|""
"The Boy in the Cellar"|"Stephen Smith, Veronica Clark"|""|""|""|""|""
"The Irish Boarding House"|"Sandy Taylor"|""|""|""|""|""
"The Final Steps: A Harbor Springs Cozy Legal Mystery"|"Mark M. Bello"|""|""|""|""|""
"If You Could See the Sun"|"Ann Liang"|""|""|""|""|""
"Murder On Family Grounds: A Mary Wandwalker Mystery"|"Susan  Rowland"|""|""|""|""|""
"Fugly"|"Mimi Jean Pamfiloff"|""|""|""|""|""
"When Will There Be Good News?"|"Silvija Brice, Kate Atkinson"|"8"|"9"|"7"|"8"|""
"Seeker"|"Arwen Elys Dayton"|"1"|"2"|"3"|"4|5"|"5"
"Love, Theoretically"|"Ali Hazelwood"|""|""|""|""|""
"Cynric Ella"|"Julie Mannino"|""|""|""|""|""
"If This Is a Man  The Truce"|"Stuart J. Woolf, Primo Levi, Paul Bailey"|"1"|"2"|"3"|"4|5|3|2|1"|"5"
"Mistress of Mellyn"|"Victoria Holt"|"1"|"2"|"3"|"4|5"|"5"
"Pro Truth: A Practical Plan for Putting Truth Back Into Politics"|"Tim Ward, Gleb Tsipursky"|""|""|""|""|""
"Odin"|"David Archer, Blake Banner"|""|""|""|""|""
"The Big Dark Sky"|"Dean Koontz"|""|""|""|""|""
"Wake Up With Purpose!: What Ive Learned in My First Hundred Years"|"Seth Davis, Jean Dolores Schmidt"|""|""|""|""|""
"Orlando Furioso"|"Guido Waldman, Ludovico Ariosto, William Rose"|""|""|""|""|""
"Prince of Pain III"|"Julie Mannino"|""|""|""|""|""
"Ice in My Veins"|"Kelli Sullivan"|""|""|""|""|""
"I Heart You, You Haunt Me"|"Lisa Schroeder"|"8"|"7"|"6"|"9"|""
"Don Juan"|"Truman Guy Steffan, Lord Byron, Peter J. Manning, Susan J. Wolfson"|""|""|""|""|""
"Gods of Another Kind"|"Steven Decker"|""|""|""|""|""
"The American Roommate Experiment"|"Elena  Armas"|""|""|""|""|""
"LOOP"|"William Kely McClung"|""|""|""|""|""
"Westwind Secrets"|"Marilyn Dalla Valle"|""|""|""|""|""
"All Rhodes Lead Here"|"Mariana Zapata"|"8"|"7"|"9"|"8|7"|"7"
"A Lick of Frost"|"Laural Merlington, Laurell K. Hamilton"|""|""|""|""|""
"Death of the Body"|"Rick Chiantaretto"|""|""|""|""|""
"Big Money: A Global Financial Thriller"|"James  Hudson"|""|""|""|""|""
"The Dark Eidolon and Other Fantasies"|"S.T. Joshi, Clark Ashton Smith"|""|""|""|""|""
"One Rainy Night"|"Richard Laymon"|""|""|""|""|""
"Steel Dogs"|"Matthew Bracey"|""|""|""|""|""
"Ghost Stories"|"Henry James"|""|""|""|""|""
"Valley Of The Giant Skeletons"|"Geronimo Stilton"|""|""|""|""|""
"Prince of Pain II"|"Julie Mannino"|""|""|""|""|""
"Against the Grain: A Coach's Wisdom on Character, Faith, Family, and Love"|"Michael Arkush, Bill Courtney"|"1"|"9"|"8"|"7"|""
"Embers"|"Sndor Mrai, Carol Brown Janeway"|"1"|"9"|"8"|"7|6|9|8|10"|"10"
"CEO-Stories: Children Employed by Owners"|"Dr Melissa Caudle, Michael Eastwood"|""|""|""|""|""
"Moonbreeze"|"Adrienne Woods"|""|""|""|""|""
"Prince of Pain I"|"Julie Mannino"|""|""|""|""|""
"The Girl Who Fell Beneath the Sea"|"Axie Oh"|"3"|"4"|"5"|"2|4|3|5"|"4"
"Extreme"|"Joan Gelfand"|""|""|""|""|""
"The Cherry Orchard"|"Tom    Murphy, Anton Chekhov"|""|""|""|""|""
"How to Be Popular"|"Meg Cabot"|"7"|"8"|"6"|"9|7"|"7"
"Hive"|"J.K. Accinni"|""|""|""|""|""
"Armageddon Cometh"|"J.K. Accinni"|""|""|""|""|""
"It Happened One Summer"|"Tessa Bailey"|""|""|""|""|""
"A Christmas Date"|"Camilla Isley"|""|""|""|""|""
"The Blood Traitor"|"Lynette Noni"|""|""|""|""|""
"Daimon"|"Jennifer L. Armentrout"|""|""|""|""|""
"Ice Cold"|"Tess Gerritsen"|"8"|"7"|"9"|"8"|""
"The Swarm"|"Frank Schtzing"|"1"|"4"|"3"|"5|2"|"2"
"The Traveler"|"John Twelve Hawks"|""|""|""|""|""
"Love Auction II: Love Designs"|"Sharon Carter"|""|""|""|""|""
"Rising Strong: The Reckoning. The Rumble. The Revolution."|"Bren Brown"|""|""|""|""|""
"Alien Species Intervention"|"J.K. Accinni"|""|""|""|""|""
"Sepulchre"|"Kate Mosse"|""|""|""|""|""
"Primal Fear"|"William Diehl"|"1"|"8"|"7"|"9|6|5|4|3|2"|"2"
"Until November"|"Aurora Rose Reynolds"|""|""|""|""|""
"The Summer of Broken Rules"|"K.L. Walther"|"1"|"4"|"3"|"2|5"|"5"
"Nave. Super"|"Tor Ketil Solberg, Erlend Loe"|""|""|""|""|""
"The Abhorsen Trilogy Box Set"|"Garth Nix"|"8"|"9"|"7"|"9|8"|"8"
"Selling Scarlett"|"Ella James"|""|""|""|""|""
"The Last Ark: Lost Secrets of Qumran"|"Guy Morris"|""|""|""|""|""
"Cracked Hearts"|"Linda Masemore Pirrung"|""|""|""|""|""
"Murder O'Clock"|"Phil      Hall"|""|""|""|""|""
"Taltos"|"Anne Rice"|"8"|"7"|"9"|"6|7"|"7"
"J R"|"Frederick R. Karl, William Gaddis, John David Smith"|"9"|"8"|"7"|"9"|""
"Entrance"|"J.J. Sorel"|""|""|""|""|""
"The Bible: Enter Here: Bringing God's Word to Life for Today's Teens"|"Spencer C Demetros"|""|""|""|""|""
"Corrupt"|"Penelope Douglas"|""|""|""|""|""
"The Light of Eidon"|"Karen Hancock"|"8"|"7"|"9"|"6|8"|"8"
"The Harlequin"|"Laurell K. Hamilton"|""|""|""|""|""
"Auto-da-F"|"Elias Canetti, C.V. Wedgwood"|""|""|""|""|""
"Raincheck"|"Marlo Lanz"|"8"|"7"|"9"|"6|7"|"7"
"Captivate"|"Carrie Jones"|""|""|""|""|""
"Manacled"|"SenLinYu"|""|""|""|""|""
"Zoroastrians' Fight for Survival"|"Widad Akreyi"|""|""|""|""|""
"Females of Valor"|"Widad Akreyi"|""|""|""|""|""
"Alice"|"Christina Henry"|"8"|"9"|"7"|"10|8"|"8"
"Fighting Destiny"|"Amelia Hutchins"|""|""|""|""|""
"Worlds Collide"|"Chris Colfer"|""|""|""|""|""
"Tears of the Silenced"|"Misty Griffin"|""|""|""|""|""
"Price of a Kiss"|"Linda Kage"|""|""|""|""|""
"The Daughter Of Kurdland: A Life Dedicated to Humankind"|"Widad Akreyi"|""|""|""|""|""
"The Balance of Time"|"Steven Decker"|""|""|""|""|""
"Night Angels"|"Weina Dai Randel"|""|""|""|""|""
"Immortal Matchmakers, Inc."|"Mimi Jean Pamfiloff"|"4"|"7"|"8"|"6|5"|"5"
"Play"|"Kylie Scott"|""|""|""|""|""
"The Notebook, The Proof, The Third Lie: Three Novels"|"David Watson, Alan Sheridan, gota Kristf, Marc Romano"|""|""|""|""|""
"The Pigeon"|"Patrick Sskind"|""|""|""|""|""
"A Little Pinprick"|"Paige Dearth"|""|""|""|""|""
"The Rocker That Needs Me"|"Terri Anne Browning"|""|""|""|""|""
"The Big Bad Wolf"|"James Patterson"|"8"|"7"|"9"|"8"|""
"Reaper's Property"|"Joanna Wylde"|""|""|""|""|""
"When Rabbit Howls"|"Truddi Chase"|"1"|"8"|"7"|"9|5|6|4|3|2"|"2"
"Blood Destiny"|"Tessa Dawn"|""|""|""|""|""
"Africa's Child"|"Maria Nhambu"|""|""|""|""|""
"Dark Side of the Moon"|"Sherrilyn Kenyon"|""|""|""|""|""
"The Language of Thorns: Midnight Tales and Dangerous Magic"|"Sara Kipin, Leigh Bardugo"|"1"|"9"|"8"|"7|10|6|9|8"|"10"
"The Unwords"|"Non Nomen"|""|""|""|""|""
"The Door in the Sky"|"Sandy Klein Bernstein"|""|""|""|""|""
"Witch in the Woods"|"Taylor Ann Bunker"|""|""|""|""|""
"Literature and Its Writers: A Compact Introduction to Fiction, Poetry, and Drama"|"Samuel Charters, Ann Charters"|""|""|""|""|""
"Avaland"|"Amy Croucher Rose"|""|""|""|""|""
"Night of the Crabs"|"Guy N. Smith"|"

1"|"6"|"2"|"5|3|4|7|6"|"6"
"Think Fast or Die"|"Simon W. Clark"|""|""|""|""|""
"The Bad Seed"|"William March, Elaine Showalter"|""|""|""|""|""
"The House: Uncorrected Proof"|"Bentley Little"|""|""|""|""|""
"Zanoni"|"Edward Bulwer-Lytton"|""|""|""|""|""
"The Fixer"|"Jonathan Safran Foer, Bernard Malamud"|""|""|""|""|""
"Quantum Radio"|"A.G. Riddle"|""|""|""|""|""
"The Lesbiana's Guide to Catholic School"|"Sonora Reyes"|""|""|""|""|""
"Goddess"|"Josephine Angelini"|""|""|""|""|""
"Whirlwind"|"James Clavell"|"8"|"9"|"7"|"6|8"|"8"
"BEHIND CLOSED DOORS: A Daughter's Story"|"Daniella Dechristopher"|""|""|""|""|""
"Dark Secrets 1"|"Elizabeth Chandler"|"1"|""|""|""|""
"Contempt"|"Angus Davidson, Alberto Moravia, Tim Parks"|""|""|""|""|""
"Tippy the Knight"|"Julie Mannino"|""|""|""|""|""
"Arctic Storm Rising"|"Dale Brown"|"8"|"7"|"9"|"6|5"|"5"
"All My Knotted-Up Life: A Memoir"|"Beth Moore"|""|""|""|""|""
"Sustainable & Responsible Investing 360: Lessons Learned from World Class Investors"|"R. Scott Arnell"|""|""|""|""|""
"Blood Canticle"|"Anne Rice"|""|""|""|""|""
"A Magic Steeped in Poison"|"Judy I. Lin"|"1"|"4"|"3"|"5|2|4|3"|"3"
"Kushiel's Mercy"|"Jacqueline Carey"|"8"|"9"|"7"|"9|8"|"8"
"As Long as the Lemon Trees Grow"|"Zoulfa Katouh"|""|""|""|""|""
"Pelosi"|"Molly  Ball"|""|""|""|""|""
"Ancient Blood: A Novel of the Hegemony"|"Brian McKinley"|""|""|""|""|""
"Tress of the Emerald Sea"|"Howard Lyon, Brandon Sanderson"|""|""|""|""|""
"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!"|"Frederick L. Covan, Anthony Robbins, Tony Robbins"|""|""|""|""|""
"The Storyteller: Tales of Life and Music"|"Dave Grohl"|""|""|""|""|""
"Whispers of the Dead"|"Simon Beckett"|""|""|""|""|""
"Ilium"|"Dan Simmons"|"8"|"9"|"9"|"7"|""
"The Hive"|"Gregg Olsen"|""|""|""|""|""
"The Season of Passage"|"Christopher Pike"|""|""|""|""|""
"Poseidons Children"|"Michael  West"|""|""|""|""|""
"Message From Nam"|"Danielle Steel"|""|""|""|""|""
"Midnight Obsession"|"Melinda Leigh"|""|""|""|""|""
"It Ain't Me, Babe"|"Tillie Cole"|""|""|""|""|""
"The Waking"|"Lucian Bane"|""|""|""|""|""
"Night in the Lonesome October"|"Richard Laymon"|""|""|""|""|""
"The Do-Over"|"Lynn Painter"|"1"|"4"|"3"|"2|5"|"5"
"The Story of the Lost Child"|"Elena Ferrante, Ann Goldstein"|"9"|"8"|"9"|"10"|""
"A Touch of Innocence"|"Julie Mannino"|""|""|""|""|""
"Triple Deception"|"Karl Braungart"|""|""|""|""|""
"The History of Joseph Smith by His Mother"|"Lucy Mack Smith"|""|""|""|""|""
"Shit my History Teacher DID NOT tell me!"|"Karl Wiggins"|""|""|""|""|""
"Point Blank"|"Anthony Horowitz"|""|""|""|""|""
"System Change"|"SunriseCV"|""|""|""|""|""
"Undercover Princess"|"Connie Glynn"|""|""|""|""|""
"Shadows of Atlantis: Awakening"|"Mara Powers"|"1"|"4"|"3"|"5|2|4|3"|"2"
"Cut & Run"|"Abigail Roux, Madeleine Urban"|""|""|""|""|""
"Iron Widow"|"Xiran Jay Zhao"|""|""|""|""|""
"Radiant Shadows"|"Melissa Marr"|""|""|""|""|""
"Revenge of the Witch"|"Patrick  Arrasmith, Joseph  Delaney"|""|""|""|""|""
"Believing Christ: The Parable of the Bicycle and Other Good News"|"Stephen E. Robinson"|"5"|"4"|"3"|"4|5|3"|"4"
"Illusions"|"Aprilynne Pike"|""|""|""|""|""
"Back To You"|"Steve  Bates"|""|""|""|""|""
"Vathek"|"Richard Lonsdale, William Beckford"|""|""|""|""|""
"Gone for Good"|"Harlan Coben"|""|""|""|""|""
"The Lord God Made Them All"|"James Herriot"|""|""|""|""|""
"Searching For Zen: A Tale Of Divine Destiny"|"Albert T. Franklin"|""|""|""|""|""
"Bel-Ami"|"Douglas Parme, Guy de Maupassant"|"

1"|"8"|"2"|"7|3|9|4|6|5"|"7"
"How the World Really Works: A Scientist's Guide to Our Past, Present and Future"|"Vaclav Smil"|""|""|""|""|""
"The Darkest Hour"|"Erin Hunter"|"8"|"7"|"9"|"6|7"|"7"
"The 16 Undeniable Laws of Communication: Apply Them and Make the Most of Your Message"|"John C. Maxwell"|"16"|""|""|""|""
"Treacherous Estate"|"Behcet Kaya"|""|""|""|""|""
"The Girl with the Porcelain Lips"|"A.R. Merrydew"|""|""|""|""|""
"At the Mountains of Madness"|"H.P. Lovecraft, China Miville"|""|""|""|""|""
"The Room"|"Hubert Selby Jr."|"9"|"10"|"8"|"7|10"|"10"
"The Call to Serve"|"Cece Whittaker"|""|""|""|""|""
"A Fistful of Charms"|"Kim Harrison"|"8"|"7"|"9"|"6|8"|"8"
"Her Final Breath"|"Robert Dugoni"|""|""|""|""|""
"Almond"|"Joosun Lee, Sohn Won-Pyung"|""|""|""|""|""
"Earth of Another Kind"|"Steven Decker"|""|""|""|""|""
"The Lies of Vampires and Slayers"|"K.M. Shea"|""|""|""|""|""
"The Fan Man"|"William Kotzwinkle"|""|""|""|""|""
"Viciously Yours"|"Jamie Applegate Hunter"|""|""|""|""|""
"Big Sur"|"Aram Saroyan, Jack Kerouac"|""|""|""|""|""
"Marked by Magic"|"Lindsay Buroker"|"8"|"7"|"9"|"8|7"|"7"
"Ocean Sea"|"Alastair McEwen, Alessandro Baricco"|""|""|""|""|""
"The Memory Keeper of Kyiv"|"Erin Litteken"|""|""|""|""|""
"A Cursed Son"|"Day Leitao"|""|""|""|""|""
"Median Gray"|"Bill Mesce Jr."|""|""|""|""|""
"Things We Never Got Over"|"Lucy Score"|""|""|""|""|""
"Lights on the Sea"|"Miquel Reina, Catherine E. Nelson"|""|""|""|""|""
"Heir of Broken Fate"|"Mads Rafferty"|""|""|""|""|""
"I Have Never"|"Camilla Isley"|""|""|""|""|""
"The Distant Hours"|"Kate Morton"|"8"|"9"|"7"|"6|8"|"8"
"""Look Here, Sir, What a Curious Bird"": Searching for Ali, Alfred Russel Wallace's Faithful Companion"|"Paul Spencer Sochaczewski"|""|""|""|""|""
"Shifting Moon"|"Hope Worthington"|""|""|""|""|""
"Sex in the Title: A Comedy about Dating, Sex, and Romance in NYC"|"Zack Love"|""|""|""|""|""
"Tooth for Tooth"|"J.K. Franko"|""|""|""|""|""
"Imagine Me"|"Tahereh Mafi"|""|""|""|""|""
"I Fell in Love with Hope"|"Lancali."|""|""|""|""|""
"The Grifters"|"Andre Dubus III, Jim Thompson"|""|""|""|""|""
"The American Girl"|"Eoin Dempsey"|"1"|"4"|"3"|"2|5"|"5"
"Confederates: A Novel"|"Thomas Keneally"|""|""|""|""|""
"Evil Among Us"|"J.K. Accinni"|""|""|""|""|""
"The Essential Rumi"|"John Moyne, Coleman Barks, Rumi (Jalal ad-Din Muhammad ar-Rumi)"|""|""|""|""|""
"The Body Code: Unlocking Your Body's Ability to Heal Itself"|"Bradley  Nelson"|""|""|""|""|""
"Jessica's Guide to Dating on the Dark Side"|"Beth Fantaskey"|"3"|"4"|"5"|"2|3"|"3"
"Borealis: A Worldmaker of Yand Novel"|"Andri E. Elia"|""|""|""|""|""
"The Friendly Mouse"|"Sophia R. Tyler"|""|""|""|""|""
"The Art of Avoiding Your Alpha"|"Lola Glass"|""|""|""|""|""
"Magic Slays"|"Ilona Andrews"|""|""|""|""|""
"Wings of Destiny: A USS Enterprise Naval Adventure Novel"|"Scott Cook"|""|""|""|""|""
"Evoke"|"D.M. Simmons, Danielle Simmons"|""|""|""|""|""
"The Secret of the Nagas"|"Amish Tripathi"|"1"|"4"|"3"|"5|2"|"2"
"Twisted Lies"|"Ana Huang"|""|""|""|""|""
"ESV Study Bible"|"Lane T. Dennis, Wayne Grudem, Anonymous"|""|""|""|""|""
"Measure What Matters"|"John Doerr"|""|""|""|""|""
"Timbi's Dream"|"Max Nowaz"|""|""|""|""|""
"The Girl in the Garden"|"Melanie Wallace"|""|""|""|""|""
"For a Few Demons More"|"Kim Harrison"|"8"|"9"|"7"|"8|7"|"7"
"My Sister's Betrayal"|"Roberta Kagan"|""|""|""|""|""
"Tropic of Capricorn"|"Henry Miller"|""|""|""|""|""
"Lessons in Chemistry"|"Bonnie Garmus"|""|""|""|""|""
"The Paris Apartment"|"Lucy Foley"|""|""|""|""|""
"Dark Eyes: White Lies"|"M.R. Noble"|""|""|""|""|""
"Holly Jolly: Campfire Stories"|"JK Franko Junior"|""|""|""|""|""
"Tender is the Flesh"|"Agustina Bazterrica"|"7"|"9"|"8"|"6|10"|"10"
"The First to Die at the End"|"Adam Silvera"|""|""|""|""|""
"Hairspray and Lighter"|"J. Jupes"|""|""|""|""|""
"Ring"|"Robert B. Rohmer, Kji Suzuki, Glynne Walley"|""|""|""|""|""
"Syrian Brides"|"Anna Halabi"|""|""|""|""|""
"The Howling"|"Gary Brandner"|""|""|""|""|""
"The Day Jesus Rode Into Croydon"|"Kirk St Moritz"|""|""|""|""|""
"Clown in a Cornfield"|"Adam Cesare"|"

1"|"
2"|"
3"|"
4|
5|
6|
7|
8"|"
8"
"Winters Tale"|"Mark Helprin"|"1"|"9"|"8"|"7|10|6|5|4|3|2"|"2"
"Mack"|"Mimi Jean Pamfiloff"|""|""|""|""|""
"The Rise of Mallory"|"Roy Huff"|""|""|""|""|""
"Wife For Sale"|"Tabita Gutu"|""|""|""|""|""
"Complicated Moonlight"|"Lynessa Layne"|""|""|""|""|""
"Erak's Ransom"|"John Flanagan"|"8"|"7"|"9"|"8|7"|"7"
"Notice Me"|"Emem Uko"|""|""|""|""|""
"The Necromancer"|"Michael Scott"|""|""|""|""|""
"Twilight Eyes"|"Dean Koontz"|""|""|""|""|""
"The Lighthouse Effect: How Ordinary People Can Have an Extraordinary Impact in the World"|"Steve  Pemberton"|""|""|""|""|""
"Against the Machine: Evolution"|"Brian Van Norman"|""|""|""|""|""
"The Hard Way"|"Lee Child"|"9"|"8"|"7"|"6|8"|"8"
"The Most Popular President Who Ever Lived [So Far]"|"Nancy Omeara"|""|""|""|""|""
"Jemima J"|"Jane Green"|"8"|"7"|"9"|"6|7"|"7"
"Lectures on Faith"|"Sidney Rigdon, Joseph Smith Jr."|""|""|""|""|""
"The Coven of Deeds"|"Malcolm McCoard"|""|""|""|""|""
"Ordeal"|"Tatyana K. Varenko"|""|""|""|""|""
"Carrie Soto Is Back"|"Taylor Jenkins Reid"|""|""|""|""|""
"Awoken"|"Timothy   Miller"|""|""|""|""|""
"VALIS"|"Philip K. Dick"|"

1"|"8"|"2"|"7|3|9|4|10|5|6|8"|"8"
"Trust: A New Beginning"|"Cristiane Serruya"|""|""|""|""|""
"I Dream of Yellow Kites: What if it was all just a nightmare?"|"Retta Bono"|""|""|""|""|""
"Annabel Lee"|"Edgar Allan Poe, Gilles Tibo"|""|""|""|""|""
"Projector for Sale"|"Steven Decker"|""|""|""|""|""
"Dancing with The Field: Bringing Joy, Passion and Play into Everyday Life"|"Kris Kelkar"|""|""|""|""|""
"The Kings of Clonmel"|"John Flanagan"|""|""|""|""|""
"The 7th Canon"|"Robert Dugoni"|"5"|"4"|"3"|"4|5|3"|"5"
"The Blind Owl"|"Sadegh Hedayat, D.P. Costello,  "|""|""|""|""|""
"Problems at the Pub"|"Kirsten Fullmer"|""|""|""|""|""
"One Good Dragon Deserves Another"|"Rachel Aaron"|""|""|""|""|""
"Stop! Don't Read This, It's Impossible!"|"Malcolm McCoard, Maya McCoard"|""|""|""|""|""
"Through God's Eye"|"Carolyn Cutler Hughes"|""|""|""|""|""
"Plato: Complete Works"|"Malcolm Schofield, Jackson P. Hershbell, Paul        Ryan, Myles Burnyeat, Donald J. Zeyl, John M. Cooper, Benjamin Jowett, Jeffrey Mitscherling, Christopher J. Rowe, Francisco J. Gonzlez, Nicholas D. Smith, Brad Inwood, J.M. Edmonds, Mark Reuter, Jonathan Barnes, Alexander Nehamas, Mary Louise Gill, C.D.C. Reeve, Plato, Rosamond Kent Sprague, Andrew S. Becker, Mark Joyal, G.M.A. Grube, Karen Bell, Richard D. McKirahan Jr., Stanley Lombardo, David Gallop, M.J. Levett, Glenn R. Morrow, Dorothea Frede, D.S. Hutchinson, Nicholas P. White, Diskin Clay, Anthony Kenny, Paul Woodruff"|""|""|""|""|""
"The Curse of Cardoness: Maya's Magical Adventures continue"|"Malcolm McCoard, Anne McCoard, Elizabeth McCoard, Maya McCoard"|""|""|""|""|""
"House of Vampires and Flame"|"Meg Xuemei X"|""|""|""|""|""
"What She Found"|"Robert Dugoni"|""|""|""|""|""
"Nobody Move"|"Denis Johnson"|"7"|"8"|"6"|"9|5"|"5"
"All Good People Here"|"Ashley Flowers"|""|""|""|""|""
"Pleasant Day"|"Vera Jane Cook"|""|""|""|""|""
"Silk"|"Guido Waldman, Alessandro Baricco"|""|""|""|""|""
"Drive Your Plow Over the Bones of the Dead"|"Antonia Lloyd-Jones, Beata Poniak, Olga Tokarczuk"|"1"|"4"|"3"|"5|2"|"2"
"Stepbrother Dearest"|"Penelope Ward"|""|""|""|""|""
"The Mosquito Bowl: A Game of Life and Death in World War II"|"Buzz Bissinger"|""|""|""|""|""
"A Night in the Lonesome October"|"Roger Zelazny, Gahan Wilson"|""|""|""|""|""
"Night Star"|"Alyson Noel"|""|""|""|""|""
"Holy Bible: The New King James Version"|"Anonymous"|""|""|""|""|""
"Ethereal Fury"|"Jessica O'Gorek"|""|""|""|""|""
"Speaking for Myself: Faith, Freedom, and the Fight of Our Lives Inside the Trump White House"|"Sarah Huckabee Sanders"|""|""|""|""|""
"The Confidante: The Untold Story of the Woman Who Helped Win WWII and Shape Modern America"|"Christopher C. Gorham"|""|""|""|""|""
"Listen To Me"|"Tess Gerritsen"|""|""|""|""|""
"White Witch, Black Curse"|"Kim Harrison"|"8"|"7"|"9"|"6|7"|"7"
"Audition"|"Ralph McCarthy, Ry Murakami"|""|""|""|""|""
"Off the Grid: The Catalyst"|"Brian  Courtney"|""|""|""|""|""
"Death and the Dervish"|"Stephen M. Dickey, Mea Selimovi"|""|""|""|""|""
"Grimm Up North"|"David J. Gatward"|""|""|""|""|""
"My Unbeating Heart"|"Eli Wilde"|""|""|""|""|""
"Murder in the Coven: Maya's Magical Adventures continue"|"Malcolm McCoard, Anne McCoard, Maya McCoard"|""|""|""|""|""
"Mistborn Trilogy Boxed Set"|"Brandon Sanderson"|""|""|""|""|""
"Pre Goriot"|"Burton Raffel, Peter Brooks, Honor de Balzac"|""|""|""|""|""
"A Dead and Stormy Night"|"Steffanie Holmes"|""|""|""|""|""
"Mischief and the Guardian Cats"|"Malcolm McCoard"|""|""|""|""|""
"Beyond the Kingdoms"|"Chris Colfer"|"3"|"4"|"5"|"2|3"|"3"
"Time Chain"|"Steven Decker"|""|""|""|""|""
"Lucky Son Of A Gun"|"John Conroe"|""|""|""|""|""
"The Secret History of the Pink Carnation"|"Lauren Willig"|""|""|""|""|""
"Dark Guardian"|"Ammar Habib"|""|""|""|""|""
"Fairy, Fairy, Quite Contrary"|"Ellie Aiden"|""|""|""|""|""
"Backstage Pass"|"Olivia Cunning"|"8"|"7"|"6"|"9|7"|"7"
"Appellate Judge"|"Behcet Kaya"|""|""|""|""|""
"Fueled"|"K. Bromberg"|"3"|"4"|"5"|"2|4"|"4"
"What I Wish I Said: Confessions of a Columnist"|"Jaime Watt, Andr Pratte"|"8"|"7"|"9"|"6|7"|"7"
"An Invisible Client"|"Victor Methos"|""|""|""|""|""
"Angel Devil"|"Julie Mannino"|""|""|""|""|""
"The Ways of Autumn"|"William Graney"|""|""|""|""|""
"A Merciful Death"|"Kendra Elliot"|""|""|""|""|""
"My Summer in St. Ives"|"Don Barr"|""|""|""|""|""
"The Dragon Storm - Gates"|"Anthony DiPaolo"|""|""|""|""|""
"Murder Board"|"Brian Christopher Shea"|""|""|""|""|""
"Bratva Connection: Maxim"|"Becky Wilde"|""|""|""|""|""
"Black Lies"|"Alessandra Torre"|""|""|""|""|""
"Orchard of Skeletons"|"Eli Wilde"|""|""|""|""|""
"The Serpent and the Wings of Night"|"Carissa Broadbent"|""|""|""|""|""
"Girls of Paper and Fire"|"James Patterson, Natasha Ngan"|"

1"|"8"|"2"|"9|3|7|4|5|8"|"8"
"My Utmost for His Highest"|"Oswald Chambers"|""|""|""|""|""
"Money Game: A Wealth Manifestation Guide. Level Up Your Mindset Step-By-Step & Create An Abundant Life"|"Daniel Mangena"|""|""|""|""|""
"Defy the Night"|"Brigid Kemmerer"|"7"|"8"|"9"|"6|7"|"7"
"So Below"|"Julie Mannino"|""|""|""|""|""
"Code Yellow in Gretna Green"|"Linzi Day"|""|""|""|""|""
"Five Survive"|"Holly  Jackson"|""|""|""|""|""
"The Dragon Storm: Abracadabra"|"Anthony DiPaolo"|""|""|""|""|""
"Letters From Your Soul"|"Victor Noble"|""|""|""|""|""
"Mechanical Factors and the Skeleton"|"Per Bjrntorp, Ian A.F. Stokes"|""|""|""|""|""
"The Top 10 of Everything 2007"|"Russell Ash"|"10"|"2007"|""|""|""
"The Cheat Sheet"|"Sarah       Adams"|""|""|""|""|""
"Yours Truly, Taddy"|"Avery Aster"|""|""|""|""|""
"A Hidden Fire"|"Elizabeth   Hunter"|""|""|""|""|""
"Deep World Fire"|"C.M. Meridian"|""|""|""|""|""
"Stalker Stalked"|"Lee Matthew Goldberg"|""|""|""|""|""
"Hometown Girl After All"|"Kirsten Fullmer"|""|""|""|""|""
"The Taking of Peggy Martin"|"Karen Glista"|""|""|""|""|""
"Twisted Perfection"|"Abbi Glines"|""|""|""|""|""
"The Infinite"|"Douglas Clegg"|""|""|""|""|""
"Sexus"|"Henry Miller"|""|""|""|""|""
"Chance"|"Matthew FitzSimmons"|""|""|""|""|""
"Riding the Devil"|"Blake Banner"|""|""|""|""|""
"Visions"|"Lauren Klever"|""|""|""|""|""
"Praying the Bible"|"Donald S. Whitney"|""|""|""|""|""
"Map of Bones"|"James Rollins"|"8"|"9"|"7"|"9|6"|"6"
"Hometown Girl Forever"|"Kirsten Fullmer"|""|""|""|""|""
"The Pragmatists Guide to Crafting Religion: A playbook for sculpting cultures that overcome demographic collapse & facilitate long-term human flourishing"|"Malcolm  Collins, Simone Collins"|""|""|""|""|""
