"TITLE"|"AUTHOR"|"PACE"|"LENGTH"|"PLOT_COMPLEXITY"|"THEMES"|"MOOD"
"Killer in the Kitchen"|"Donald Bain, Jessica Fletcher"|""|""|""|""|""
"The Good Friday Murder"|"Lee Harris"|""|""|""|""|""
"News from Dead Mule Swamp"|"Joan H. Young"|""|""|""|""|""
"Witch Miss Seeton"|"Heron Carvic"|""|""|""|""|""
"Backyard Bones"|"Nancy Lynn Jarvis"|"1"|"3"|"4"|"2|5"|"5"
"The Devil Drinks Coffee"|"Destiny Ford"|""|""|""|""|""
"On Assignment"|"Christina A. Burke"|""|""|""|""|""
"Red Tape"|"Michele Lynn Seigfried"|""|""|""|""|""
"Lamb to the Slaughter"|"Karen Ann Hopkins"|""|""|""|""|""
"Elvis Sightings"|"Ricardo Sanchez"|"3"|"4"|"2"|"5|3|4|2"|"5"
"Shillingstone Witch"|"Bon Blossman"|""|""|""|""|""
"One Foot in the Grove"|"Kelly Lane"|""|""|""|""|""
"Fool's Bluff: A Samantha Shepherd Mystery Novel"|"Lee Gregg"|""|""|""|""|""
"The Girls' Weekend Murder"|"Lynn Mcpherson"|""|""|""|""|""
"Danni Girl Mysteries The Complete Series"|"Debra Sue Brice"|""|""|""|""|""
"A Will To Kill"|"R.V. Raman"|""|""|""|""|""
"A Deadly Coincidence"|"Keith Finney"|""|""|""|""|""
"The Lost Children of Gloam's End"|"Clementine Darling"|""|""|""|""|""
"Fatal Breach"|"Linda Rawlins"|"1"|"2"|"3"|"4|5"|"5"
"The Bench"|"Linda Rawlins"|"1"|"2"|"3"|"4|5"|"5"
"Diary of a Snoopy Cat"|"R.F. Kristi"|"1"|"2"|"3"|"4|5"|"5"
"Whiskey Sour"|"Liliana Hart"|""|""|""|""|""
"Death of a Dapper Snowman"|"Angela Pepper"|""|""|""|""|""
"The Face of Deception"|"Iris Johansen"|"8"|"7"|"9"|"6|8"|"8"
"Malice at the Palace"|"Rhys Bowen"|""|""|""|""|""
"Lost and Fondue"|"Avery Aames"|""|""|""|""|""
"Cross Your Heart and Hope to Die"|"Nancy Martin"|""|""|""|""|""
"Mint Chocolate Murder"|"Meri Allen"|""|""|""|""|""
"Death on Lily Pond Lane"|"Carrie Doyle"|""|""|""|""|""
"Plaid and Plagiarism"|"Molly MacRae"|""|""|""|""|""
"The Case of the Missing Servant"|"Tarquin Hall"|"1"|"4"|"3"|"2|5"|"5"
"A Brisket, a Casket"|"Delia Rosen"|""|""|""|""|""
"To Brie or Not To Brie"|"Avery Aames"|""|""|""|""|""
"Murder and a Song"|"Nancy C. Davis"|""|""|""|""|""
"Miss Pym Disposes"|"Josephine Tey"|"8"|"7"|"9"|"6|7"|"7"
"The Tale of Holly How"|"Susan Wittig Albert"|""|""|""|""|""
"A Going Concern"|"Catherine Aird"|"8"|"7"|"6"|"7|5"|"5"
"Thistle and Twigg"|"Mary Saums"|""|""|""|""|""
"Back to the Bedroom"|"Janet Evanovich"|"8"|"7"|"5"|"6"|""
"Apple Cider Murder"|"Summer  Prescott"|""|""|""|""|""
"Just Murdered"|"Elaine Viets"|""|""|""|""|""
"Grounds for Murder"|"Sandra Balzo"|""|""|""|""|""
"2000 Kisses"|"Christina Skye"|"2000"|""|""|""|""
"Hexes and Hemlines"|"Juliet Blackwell"|""|""|""|""|""
"A Pizza To Die For"|"Chris Cavender"|""|""|""|""|""
"The Bluejay Shaman"|"Lise McClendon"|""|""|""|""|""
"The Affair of the Blood-Stained Egg Cosy"|"James  Anderson"|""|""|""|""|""
"Murder on the Nile"|"Agatha Christie"|"7"|"9"|"8"|"6|7"|"7"
"Messenger of Truth"|"Jacqueline Winspear"|""|""|""|""|""
"Antiques Roadkill"|"Barbara Allan"|""|""|""|""|""
"The Inspector and Mrs. Jeffries"|"Emily Brightwell, Lindy Nettleton"|"8"|"7"|"6"|"7|6"|"6"
"Lowcountry Book Club"|"Susan M. Boyer"|"8"|"7"|"9"|"6|7"|"7"
"Murder in the Secret Garden"|"Ellery Adams"|""|""|""|""|""
"Deadly Advice"|"Roberta Isleib"|""|""|""|""|""
"Maids of Misfortune"|"M. Louisa Locke"|"1"|"4"|"3"|"2|5"|"5"
"Working Stiff"|"Tori Carrington"|""|""|""|""|""
"Bless the Bride"|"Rhys Bowen"|""|""|""|""|""
"Never Sorry"|"Edie Claire"|""|""|""|""|""
"The Cracked Spine"|"Paige Shelton"|"3"|"4"|"5"|"2|3"|"3"
"Watching the Detectives"|"Julie Mulhern"|"

1"|"7"|"2"|"8|3|9|4|6|5|7"|"7"
"Southern Fried"|"Cathy Pickens"|""|""|""|""|""
"Single Malt Murder"|"Melinda Mullet"|""|""|""|""|""
"Murder at the Breakers"|"Alyssa Maxwell"|""|""|""|""|""
"Howl Play"|"Melanie  Snow"|""|""|""|""|""
"Mercy & Mayhem"|"Ava Mallory"|""|""|""|""|""
"Murder in G Major"|"Alexia Gordon"|"1"|"4"|"3"|"2|5"|"5"
"Pane of Death"|"Sarah Atwell"|""|""|""|""|""
"Hannah's Hope"|"Anne Hagan"|""|""|""|""|""
"The Mystery of Mistletoe Motel"|"Camille Cabrera"|""|""|""|""|""
"A Muddied Murder"|"Wendy Tyson"|""|""|""|""|""
"To Fetch a Felon"|"Jennifer  Hawkins"|""|""|""|""|""
"Dial P For Poison"|"Zara Keane"|""|""|""|""|""
"A Body to Die For"|"G.A. McKevett"|""|""|""|""|""
"Pepperoni Pizza Can Be Murder"|"Chris Cavender"|""|""|""|""|""
"The Corpse Wore Tartan"|"Kaitlyn Dunnett"|"1"|"3"|"4"|"2|3|4"|"3"
"A Real Basket Case"|"Beth Groundwater"|""|""|""|""|""
"Voodoo or Die"|"Stephanie Bond"|""|""|""|""|""
"The Case of the Man Who Died Laughing"|"Tarquin Hall"|"8"|"9"|"7"|"6"|""
"Shadows At The Fair"|"Lea Wait"|""|""|""|""|""
"All the Little Liars"|"Charlaine Harris"|""|""|""|""|""
"Tell Me, Pretty Maiden"|"Rhys Bowen"|""|""|""|""|""
"Murder in White Lace"|"Karen Sue Walker"|""|""|""|""|""
"Death on Tap"|"Ellie Alexander"|"3"|"4"|"2"|"5|3"|"3"
"Imogene in New Orleans"|"Hunter Murphy"|""|""|""|""|""
"Little Bitty Lies"|"Mary Kay Andrews"|""|""|""|""|""
"The Trouble with Turkeys"|"Kathi Daley"|"1"|"3"|"4"|"2|5"|"5"
"Death in a Difficult Position"|"Diana Killian"|"1"|"4"|"3"|"2|5"|"5"
"Reelfoot"|"Gerald W. Darnell"|""|""|""|""|""
"Burning Lamp"|"Amanda Quick Jayne Ann Krentz"|""|""|""|""|""
"Dark, Witch & Creamy"|"H.Y. Hanna"|""|""|""|""|""
"Crazy Hot"|"Tara Janzen"|"8"|"9"|"7"|"6"|""
"'Til Death Do Us Part"|"Kate White"|""|""|""|""|""
"Love in the Time of Murder"|"Elaine Spaan"|""|""|""|""|""
"The Bachelor"|"Carly Phillips"|"8"|"7"|"7"|"6|8"|"8"
"Kingdom of the Blind"|"Louise Penny"|"8"|"9"|"7"|"8|7"|"7"
"A Better Man"|"Louise Penny"|"8"|"9"|"7"|"9|8"|"8"
"Stuck on Murder"|"Lucy Lawrence, Jenn McKinlay"|""|""|""|""|""
"Cut to the Corpse"|"Lucy Lawrence"|""|""|""|""|""
"Still Life in Brunswick Stew"|"Larissa Reinhart"|"8"|"7"|"6"|"7|6"|"6"
"How to Host a Killer Party"|"Penny Warner"|"1"|"4"|"3"|"2|5"|"5"
"A Cutthroat Business"|"Jenna Bennett"|"1"|"4"|"3"|"2|5"|"5"
"In Deep Voodoo"|"Stephanie Bond"|"8"|"7"|"6"|"7"|""
"Murder, Mystery & Dating Mayhem"|"Elaine Spaan"|""|""|""|""|""
"Trent's Last Case"|"E.C. Bentley, Frederick Davidson"|"1"|"4"|"3"|"2|5"|"5"
"Too Big to Miss"|"Sue Ann Jaffarian"|""|""|""|""|""
"Bones of a Feather"|"Carolyn Haines"|""|""|""|""|""
"Sidney Chambers and the Shadow of Death"|"James Runcie"|"7"|"8"|"6"|"9|5"|"5"
"The Dark Enquiry"|"Deanna Raybourn"|""|""|""|""|""
"Death at Windsor Castle"|"C.C. Benison"|""|""|""|""|""
"Ho-Ho-Homicide"|"Kaitlyn Dunnett"|""|""|""|""|""
"Matrimony Meltdown"|"Kathi Daley"|""|""|""|""|""
"Blessed Is The Busybody"|"Emilie Richards"|""|""|""|""|""
"Mrs. Roosevelt's Confidante"|"Susan Elia MacNeal"|""|""|""|""|""
"Buried in Buttercream"|"G.A. McKevett"|"1"|"4"|"3"|"2|5"|"5"
"The Ghost of Marlow House"|"Anna J. McIntyre, Bobbi Holmes"|""|""|""|""|""
"Sleep Like a Baby"|"Charlaine Harris"|"8"|"7"|"6"|"7|6"|"6"
"Died in the Wool"|"Mary Kruger"|""|""|""|""|""
"A Great Reckoning"|"Louise Penny"|"8"|"9"|"7"|"8"|"8"
"In Hot Water"|"J.J. Cook"|""|""|""|""|""
"Crazy Kisses"|"Tara Janzen"|"8"|"9"|"7"|"6|7"|"7"
"Murder on the Mauretania"|"Conrad Allen"|""|""|""|""|""
"A Murder for the Books"|"Victoria Gilbert"|"1"|"4"|"3"|"2|5"|"5"
"In The Dead of Winter"|"Nancy Mehl"|""|""|""|""|""
"Gift of Gold"|"Jayne Ann Krentz"|""|""|""|""|""
"Brownies, Bodies & Bad Guys"|"Leighann Dobbs"|""|""|""|""|""
"Death Comes To Kurland Hall"|"Catherine Lloyd"|"1"|"4"|"3"|"2|5"|"5"
"Superfluous Women"|"Carola Dunn"|"8"|"7"|"9"|"6|7"|"7"
"Statue of Limitations"|"Myers Tamar"|""|""|""|""|""
"Killer Jam"|"Karen MacInerney"|""|""|""|""|""
"Death Comes to London"|"Catherine Lloyd"|""|""|""|""|""
"The Tale of Oat Cake Crag"|"Susan Wittig Albert"|""|""|""|""|""
"The Body In The Transept"|"Jeanne M. Dams"|""|""|""|""|""
"A Batter of Life and Death"|"Ellie Alexander"|""|""|""|""|""
"Grace Against the Clock"|"Julie Hyzy"|""|""|""|""|""
"The Chocolate Bear Burglary"|"JoAnna Carl"|""|""|""|""|""
"Sins and Needles"|"Monica Ferris"|""|""|""|""|""
"Snow Place for Murder"|"Diane Kelly"|"1"|"3"|"4"|"2|5"|"5"
"Have Your Cake and Kill Him Too"|"Nancy Martin"|""|""|""|""|""
"The Whispered Word"|"Ellery Adams"|""|""|""|""|""
"True Betrayals"|"Nora Roberts"|"3"|"4"|"5"|"2|4|3|5"|"4"
"Color Me Murder"|"Krista Davis"|""|""|""|""|""
"The Mischief of the Mistletoe"|"Lauren Willig"|"1"|"2"|"3"|"4|5|3|2|1"|"3"
"Murder on the Flying Scotsman"|"Carola Dunn"|"1"|"2"|"3"|"4|5"|"5"
"Since You're Leaving Anyway, Take Out the Trash"|"Dixie Cash"|"1"|"2"|"3"|"4|5"|"5"
"Shore to Die"|"Valerie Wolzien"|""|""|""|""|""
"A Crazy Little Thing Called Death"|"Nancy Martin"|""|""|""|""|""
"The Perfect Poison"|"Jayne Ann Krentz, Amanda Quick"|""|""|""|""|""
"Pane and Suffering"|"Cheryl Hollon"|""|""|""|""|""
"A Pie to Die for"|"Stacey Alabaster"|""|""|""|""|""
"Tears of Pearl"|"Tasha Alexander"|""|""|""|""|""
"Liberty Falling"|"Nevada Barr"|"8"|"7"|"9"|"6|7"|"7"
"The House at Sea's End"|"Elly Griffiths"|""|""|""|""|""
"Lady Cavendishs Christmas Caper"|"Camille Cabrera"|""|""|""|""|""
"Flashback"|"Nevada Barr"|""|""|""|""|""
"The Stolen Blue"|"Judith Van Gieson"|""|""|""|""|""
"Death of a Valentine"|"M.C. Beaton"|"1"|"2"|"3"|"4|5"|"5"
"Tuesday the Rabbi Saw Red"|"Harry Kemelman"|"1"|"2"|"3"|"4|5"|"5"
"Dark Road to Darjeeling"|"Deanna Raybourn"|"8"|"7"|"9"|"6|7"|"7"
"Knitting Bones"|"Monica Ferris"|""|""|""|""|""
"A Cup of Holiday Fear"|"Ellie Alexander"|""|""|""|""|""
"Beyond a Reasonable Stout"|"Ellie Alexander"|""|""|""|""|""
"A Duty To The Dead"|"Charles Todd"|"8"|"7"|"9"|"6|7"|"7"
"An Impartial Witness"|"Charles Todd"|"1"|"2"|"3"|"4|5"|"5"
"Dandy Gilver and the Proper Treatment of Bloodstains"|"Catriona McPherson"|"8"|"7"|"9"|"6|7"|"7"
"The Darling Dahlias and the Naked Ladies"|"Susan Wittig Albert"|""|""|""|""|""
"Endangered Species"|"Nevada Barr"|"1"|"4"|"3"|"5|2"|"2"
"Corpse Suzette"|"G.A. McKevett"|"3"|"4"|"5"|"2|3"|"3"
"Wicked Craving"|"G.A. McKevett"|""|""|""|""|""
"Gone With the Witch"|"Heather Blake"|"1"|"4"|"3"|"5|2"|"2"
"Cooked Goose"|"G.A. McKevett"|""|""|""|""|""
"The Third Circle"|"Amanda Quick"|""|""|""|""|""
"Mourning Gloria"|"Susan Wittig Albert"|""|""|""|""|""
"A Toxic Trousseau"|"Juliet Blackwell"|"1"|"4"|"3"|"2|5"|"5"
"Auntie Poldi and the Sicilian Lions"|"Mario  Giordano, J. Maxwell Brownjohn"|"1"|"4"|"3"|"2|5"|"5"
"Hour of the Rose"|"Christina Skye"|""|""|""|""|""
"Let's Play Dead"|"Sheila Connolly"|""|""|""|""|""
"Sugar and Spite"|"G.A. McKevett"|""|""|""|""|""
"Poisoned Tarts"|"G.A. McKevett"|"1"|"4"|"3"|"2|5"|"5"
"So Faux, So Good"|"Tamar Myers"|""|""|""|""|""
"Hail to the Chef"|"Julie Hyzy"|""|""|""|""|""
"Sucker Punch"|"Sammi Carter"|""|""|""|""|""
"The Mystery of the Lost Cezanne"|"M.L. Longworth"|""|""|""|""|""
"Fat Free and Fatal"|"G.A. McKevett"|"7"|"6"|"6"|"7|5"|"5"
"Goody Goody Gunshots"|"Sammi Carter"|""|""|""|""|""
"Whiskey on the Rocks"|"Nina Wright"|""|""|""|""|""
"A Dance Through Time"|"Lynn Kurland"|"1"|"4"|"3"|"5|2"|"2"
"Peaches and Screams"|"G.A. McKevett"|""|""|""|""|""
"Murder on Parade"|"Donald Bain, Jessica Fletcher"|""|""|""|""|""
"Lulu Dark Can See Through Walls"|"Bennett Madison"|""|""|""|""|""
"Slaying Is Such Sweet Sorrow"|"Patricia Harwin"|""|""|""|""|""
"The Cost of Living"|"Rachel Ward"|""|""|""|""|""
"Man's Best Alibi"|"Tara Meyers"|""|""|""|""|""
"Magic & Mystery"|"Annabel Chase"|""|""|""|""|""
"Whips, Cuffs, and Little Brown Boxes"|"Kathryn   Long"|""|""|""|""|""
"Curse the Day"|"Annabel Chase"|""|""|""|""|""
"The Strange Disappearance of a Bollywood Star"|"Vaseem Khan"|"8"|"7"|"9"|"6|7"|"7"
"Death Twitch"|"D.T. Bomba"|""|""|""|""|""
"Summer of the Missing Muse"|"Beatrice Fishback"|""|""|""|""|""
"Solemnly Swear"|"Joe Porrazzo"|""|""|""|""|""
"Elixirs and Elves"|"Astoria Wright"|""|""|""|""|""
"The Talk Show Murders"|"Steve  Allen"|""|""|""|""|""
"The Trouble with Tigers"|"Gail Koger"|""|""|""|""|""
"Murder in Devil's Cove"|"Melissa Bourbon"|""|""|""|""|""
"Paw of the Jungle"|"Diane Kelly"|"1"|"3"|"4"|"2|5|3|4"|"4"
"Till the Cows Come Home"|"Judy Clemens"|""|""|""|""|""
"Paws in the Action"|"Max Parrott"|""|""|""|""|""
"Under A Dying Moon"|"Patricia Brown"|""|""|""|""|""
"Fishers of Menace"|"Wendy Heuvel"|""|""|""|""|""
"Death at a Country Mansion"|"Louise R. Innes"|""|""|""|""|""
"Catch Handle"|"Alison O'Mara"|""|""|""|""|""
"Old World Murder"|"Kathleen Ernst"|"1"|"4"|"3"|"2|5"|"5"
"Death of the Cosset"|"Kimberly Jane Oswald"|""|""|""|""|""
"A Murder of Magpies"|"Judith Flanders"|""|""|""|""|""
"Camper Catastrophe: Book One Trailer Park Travails"|"Mary Lu Scholl Book One Trailer Park Travails"|""|""|""|""|""
"Rapier Wit"|"Jennifer Oakley Denslow"|""|""|""|""|""
"Deadly Thanksgiving"|"Maureen Fisher"|""|""|""|""|""
"Scattered Legacy: Murder in Southern Italy"|"Marlene M. Bell"|""|""|""|""|""
"Class Reunions Are Murder"|"Libby Klein"|"8"|"7"|"6"|"7|6"|"6"
"Lynch"|"Peter J. Merrigan"|""|""|""|""|""
"Poisoned in Provence"|"Cat Green"|""|""|""|""|""
"Getaway With Murder"|"Diane Kelly"|""|""|""|""|""
"The Yarn That Binds"|"Rebecca McKinnon"|""|""|""|""|""
"Murder at the Heights: A Faye-Lynn Johnson Mystery"|"Ricky Corum"|""|""|""|""|""
"Saving Tuna Street"|"Nancy Nau Sullivan"|""|""|""|""|""
"The Barbara Seville: A Mystery on an Operatic Scale"|"Jeffrey Buller"|""|""|""|""|""
"Message in the Mantel"|"Kathi Daley"|""|""|""|""|""
"Murder at Pirate's Cove"|"Josh Lanyon"|"1"|"4"|"3"|"2|5"|"5"
"Athini and Wisterias Milan Catwalk Mystery Adventure"|"A.B. Milamalfi"|""|""|""|""|""
"Pignon Scorbion & the Barbershop Detectives"|"Rick Bleiweiss"|""|""|""|""|""
"The Case of the Captain's Hair"|"Rhiannon D. Elton"|""|""|""|""|""
"Cherringham - Episode 37-39: A Cosy Crime Compilation"|"Matthew Costello, Neil Richards"|""|""|""|""|""
"The Mystery in the Old Book: A Nina Derbin Mystery"|"D. B.  Jagiel"|""|""|""|""|""
"The Antique Hunter's Guide to Murder"|"C.L.   Miller"|""|""|""|""|""
"Mystery in Provence"|"Vivian Conroy"|""|""|""|""|""
"The Shell House Detectives"|"Emylia Hall"|""|""|""|""|""
"A Quiet Life in the Country"|"T.E. Kinsey"|""|""|""|""|""
"A Tail of Murder: Cat and Mouse Whodunits 1"|"Emily James"|"1"|"

1"|"8"|"2|7|3|6|4|5"|"6"
"Dying to Go (Nothing to Gush About)"|"Marcy Blesy"|""|""|""|""|""
"Meows & Murder"|"Elle Wren Burke"|""|""|""|""|""
"The Cat Who Talked Turkey"|"Lilian Jackson Braun"|""|""|""|""|""
"The Englewood Medium: Shaken But Not Stirred"|"Lana McAra"|""|""|""|""|""
"Because I Could Not Stop for Death"|"Amanda Flower"|""|""|""|""|""
"The Ghostly Adventures of Jamie C. O'Hare"|"C. Wade Jacobs"|""|""|""|""|""
"The Suspicion at Sanditon (Or, The Disappearance of Lady Denham)"|"Carrie Bebris"|"1"|"2"|"3"|"4|5"|"5"
"Death at the Abbey: A gripping, historical cozy mystery series from Anita Davison for 2024"|"Anita Davison"|"2024"|""|""|""|""
"Lulu Dark and the Summer of the Fox"|"Bennett Madison"|""|""|""|""|""
"Death at Sandringham House"|"C.C. Benison"|"1"|"4"|"3"|"2|5"|"5"
"Peppermint Twisted"|"Sammi Carter"|""|""|""|""|""
"January Kills Me"|"Evan Katy"|"8"|"7"|"9"|"6|7"|"7"
"The Dunn Deal"|"Catherine Leggitt"|""|""|""|""|""
"Over her dead body"|"Karen H. Vaughan"|""|""|""|""|""
"One Hot Mess"|"Lois Greiman"|""|""|""|""|""
"The Death Contingency"|"Nancy Lynn Jarvis"|""|""|""|""|""
"Gangs, Illegals, and a Rose Tattoo"|"Kathryn   Long"|""|""|""|""|""
"Jaz, Tall Men, & Mayhem"|"Kate McVaugh"|""|""|""|""|""
"Dang Near Dead"|"Nancy G. West"|""|""|""|""|""
"Justice for Julia"|"Jennifer L. Davidson"|""|""|""|""|""
"The Wrong Ghost"|"C.L. Ragsdale"|""|""|""|""|""
"Load the Boat"|"Rosalee Richland"|""|""|""|""|""
"Out of Office"|"Christina A. Burke"|""|""|""|""|""
"Monterey Noir"|"Patrick Whitehurst"|""|""|""|""|""
"Murder on Sisters' Row"|"Victoria Thompson"|""|""|""|""|""
"Decked"|"Carol Higgins Clark"|""|""|""|""|""
"Forbidden Fruit"|"Ilsa Evans"|""|""|""|""|""
"Lucky Girl"|"T.J.  Lee"|"1"|"4"|"3"|"2|5"|"5"
"Wouldn't It Be Deadly"|"D.E. Ireland"|"1"|"4"|"3"|"2|5"|"5"
"From the Murky Deep"|"Kerry J. Charles"|""|""|""|""|""
"Boy Made of Dawn"|"R. Allen Chappell"|""|""|""|""|""
"The Concrete Jungle"|"Gerald W. Darnell"|""|""|""|""|""
"Cat Sleuth"|"Nancy C. Davis"|"1"|"3"|"4"|"2|5"|"5"
"Black Betty"|"Walter Mosley"|"8"|"7"|"9"|"6|8"|"8"
"These Boots Are Made for Butt-Kickin'"|"Kalan Chapman Lloyd"|""|""|""|""|""
"Jack Gets His Man"|"Elaine Spaan"|""|""|""|""|""
"Rotten Peaches"|"Teddy Tedaloo, Mitzi Szereto"|""|""|""|""|""
"A Charming Secret"|"Tonya Kappes"|""|""|""|""|""
"Too Late to Die"|"Bill Crider"|""|""|""|""|""
"Luna-Sea"|"Jessica Sherry"|""|""|""|""|""
"A View to Die For"|"Richard  Houston"|""|""|""|""|""
"Missing Maggie"|"Jennifer L. Davidson"|""|""|""|""|""
"Arson and Old Lace"|"Patricia Harwin"|""|""|""|""|""
"Dead Body Language"|"Penny Warner"|"1"|"4"|"3"|"2|5"|"5"
"Body Wave"|"R.V. Doon"|""|""|""|""|""
"Bloody Bonsai"|"Peter E. Abresch"|""|""|""|""|""
"Dyed and Gone"|"Beth Yarnall"|""|""|""|""|""
"Murder, Jaz, & Tel Aviv"|"Kate McVaugh"|""|""|""|""|""
"Daytona Dead"|"Karen H. Vaughan"|""|""|""|""|""
"House of Parrots"|"Hilary West"|""|""|""|""|""
"Malicious Mischief"|"Marianne Harden"|""|""|""|""|""
"The Great Scarecrow Invasion"|"C.L. Ragsdale"|""|""|""|""|""
"Fit to be Dead"|"Nancy G. West"|"1"|"2"|"3"|"4|5"|"5"
"Murder at Cold Creek College"|"Christa Nardi"|"1"|"3"|"4"|"2|5"|"5"
"Goose in the Pond"|"Earlene Fowler"|""|""|""|""|""
"The Case of the Twice Stolen Tiara"|"S.S. Saunders"|""|""|""|""|""
"Normal for Norfolk"|"Teddy Tedaloo, Mitzi Szereto"|""|""|""|""|""
"Last Name Unknown"|"Danielle Real"|""|""|""|""|""
"The Death of Perry Many Paws"|"Deborah Benjamin"|""|""|""|""|""
"Mine and Mines"|"T.J.  Lee"|""|""|""|""|""
"Murder at Irish Mensa"|"Clare O'Beara"|""|""|""|""|""
"Cinnamon Girl"|"Valerie Horowitz"|""|""|""|""|""
"The Musubi Murder"|"Frankie Bow"|""|""|""|""|""
"From the Charred Remains"|"Susanna Calkins"|""|""|""|""|""
"Organized for Homicide"|"Ritter Ames"|""|""|""|""|""
"Gumshoe Goddess and the Catskill Caper"|"S. McKane"|""|""|""|""|""
"Whiskey for Breakfast: A Nick Dioli Mystery"|"Dominic Stabile"|""|""|""|""|""
"Nefarious Doings"|"Ilsa Evans"|""|""|""|""|""
"Knife Skills"|"Julie Adler"|""|""|""|""|""
"Baby Farm"|"Debbie Terranova"|""|""|""|""|""
"The Serenity Stone Murder"|"Marianne   Jones"|""|""|""|""|""
"First to Fall"|"Carys  Jones"|""|""|""|""|""
"Lane Changes"|"S.L. Ellis"|""|""|""|""|""
"Candy, Murder and Me: Cozy Mystery with Recipes: Amateur Detective and her Dog"|"Carolyn Chambers Clark, Anthony Auriemma"|""|""|""|""|""
"Justifiable Homicide"|"Gerald W. Darnell"|""|""|""|""|""
"A Diamond in the Rough"|"Elisa Marie Hopkins"|""|""|""|""|""
"The Walter Mosley Omnibus: Devil In A Blue Dress / A Red Death / White Butterfly."|"Walter Mosley"|""|""|""|""|""
"Secrets, Snapdragons, and a Spirit"|"Tina D.C. Hayes"|""|""|""|""|""
"Killer Scent"|"Tony Rehor"|""|""|""|""|""
"Bring It (Sabel Security #2)"|"Seeley James"|"2"|""|""|""|""
"Horse Power"|"Linda Mickey"|""|""|""|""|""
"Lonely Graves"|"Britta Bolt"|""|""|""|""|""
"Portrait of a Murder"|"Kerry J. Charles"|""|""|""|""|""
"Navajo Autumn"|"R. Allen Chappell"|"1"|"4"|"3"|"2|5"|"5"
"Monty and Me"|"Louisa Bennet"|""|""|""|""|""
"The Pursuit of Justice: A Novel"|"Ben  Matthews"|""|""|""|""|""
"Sea-Devil"|"Jessica Sherry"|""|""|""|""|""
"An Accidental Murder"|"J. New"|"1"|"4"|"3"|"2|5"|"5"
"The Return of Mr. Campion"|"J.E. Morpurgo, Margery Allingham"|"8"|"7"|"9"|"6|7"|"7"
"The Lipstick Murders: A Faye-Lynn Johnson Mystery"|"Ricky Corum"|""|""|""|""|""
"A Spark of Death"|"Bernadette Pajer"|"1"|"4"|"3"|"2|5|4|3"|"5"
"Major Crimes"|"Michele Lynn Seigfried"|""|""|""|""|""
"Scent of Evil"|"Janice Gallen"|""|""|""|""|""
"Plateful of Murder"|"Carole Fowkes"|""|""|""|""|""
"The Daydreamer Detective"|"Steph Gennaro, S.J. Pajonas"|"1"|"4"|"3"|"2|5|4|3"|"3"
"The Dying Tide"|"Nancy Kreml"|""|""|""|""|""
"Irish Creme Killer"|"Summer  Prescott"|""|""|""|""|""
"Till Tomorrow"|"Patrick Manzai"|""|""|""|""|""
"Mountain Mystery"|"Carr White"|""|""|""|""|""
"Cream Puff Murder"|"Sandi Scott"|""|""|""|""|""
"The Babylon Hoard: Book 3 of The Key Trilogy"|"Sean MacCotter"|"3"|""|""|""|""
"Murder Under Construction"|"Maddie Cochere"|""|""|""|""|""
"Murder at Sea of Passenger X"|"Anna Celeste Burke"|""|""|""|""|""
"Bootlegger's Daughter"|"Margaret Maron"|"8"|"7"|"6"|"7"|"7"
"Garage Sale Stalker"|"Suzi Weinert"|"7"|"6"|"6"|"5|4"|"4"
"Codename Chimera 68"|"Jake & Kate Persy"|"68"|""|""|""|""
"Underdog"|"Laurien Berenson"|""|""|""|""|""
"Alibi Aficionado"|"Harvey Church"|""|""|""|""|""
"Cemetery Wine"|"Sharon L. Dean"|""|""|""|""|""
"The Curse of Arundel Hall"|"J. New"|""|""|""|""|""
"Codename Angel"|"Jason Chapman"|""|""|""|""|""
"Thorns of Rosewood"|"Gina Marie Barlean"|""|""|""|""|""
"Ginger Gold Mysteries: Murder on the SS Rosa / Murder at Hartigan House / Murder at Bray Manor"|"Lee Strauss"|""|""|""|""|""
"Himself"|"Jess Kidd"|""|""|""|""|""
"Miss Fortune Series Boxset 1"|"Jana Deleon"|"1"|""|""|""|""
"Lost Books and Old Bones"|"Paige Shelton"|""|""|""|""|""
"3 Bodies and a Biscotti"|"Leighann Dobbs"|"3"|""|""|""|""
"Marshmallow Creme Killer"|"Summer  Prescott"|""|""|""|""|""
"Dark Visions: A Meg & Clyde mystery"|"Janice Gallen"|""|""|""|""|""
"Star Struck"|"Val McDermid"|""|""|""|""|""
"The Girl with the Emerald Brooch: Growing up: 1954 - 1965"|"Jacqueline  Creek"|"1954"|"1965"|""|""|""
"Murder on the Orient Espresso"|"Sandra Balzo"|""|""|""|""|""
"Mrs. Fix It Mysteries: The Complete 15-Books Cozy Mystery Series"|"Belle Knudson"|"15"|""|""|""|""
"Chasing Christmas Past"|"Melanie Karsak"|""|""|""|""|""
"Prelude to Poison"|"Morgan W. Silver"|""|""|""|""|""
"Magic & Murder"|"Annabel Chase"|""|""|""|""|""
"Spies and Spells"|"Tonya Kappes"|""|""|""|""|""
"Murder at Feathers & Flair"|"Lee Strauss"|""|""|""|""|""
"Due North"|"Melanie Jackson"|""|""|""|""|""
"You Can Lead a Horse to Murder"|"Tara Meyers"|""|""|""|""|""
"The Baffling Bequest"|"Roberta Updegraff"|""|""|""|""|""
"The Cupid Caper"|"Larissa Reinhart"|""|""|""|""|""
